Address,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source,"Census Year","State FIPS","County FIPS","Place Name","Place FIPS","Census Tract Code","Census Block Code","Census Block Group","Full FIPS","Metro/Micro Statistical Area Name","Metro/Micro Statistical Area Code","Metro/Micro Statistical Area Type","Combined Statistical Area Name","Combined Statistical Area Code","Metropolitan Division Area Name","Metropolitan Division Area Code"
"Unincorporated - Desert View Highlands, CA",34.408383,-118.123597,0.8,place,,,,,"Desert View Highlands",CA,"Los Angeles County",93550,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,,,910811,1025,1,060379108111025,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Duarte, CA",33.786594,-118.298662,1,place,,,,,Duarte,CA,"Los Angeles County",91009,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"Los Angeles",0644000,294421,1002,1,060372944211002,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - East Covina, CA",34.097345,-117.906736,1,place,,,,,Covina,CA,"Los Angeles County",91722,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Covina,0616742,406000,2007,2,060374060002007,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - East La Mirada, CA",33.786594,-118.298662,1,place,,,,,"La Mirada",CA,"Los Angeles County",90637,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"Los Angeles",0644000,294421,1002,1,060372944211002,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - East Lancaster, CA",34.713292,-118.15292,1,place,,,,,Lancaster,CA,"Los Angeles County",93534,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Lancaster,0640130,900803,3002,3,060379008033002,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - East Los Angeles, CA",34.023902,-118.172016,0.9,place,,,,,"East Los Angeles",CA,"Los Angeles County",90022,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"East Los Angeles",0620802,531503,2004,2,060375315032004,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - East Pasadena, CA",33.786594,-118.298662,1,place,,,,,Pasadena,CA,"Los Angeles County",91050,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"Los Angeles",0644000,294421,1002,1,060372944211002,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - East Rancho Dominguez, CA",33.874815,-118.240208,0.9,place,,,,,"Rancho Dominguez",CA,"Los Angeles County",90220,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Compton,0615044,543202,4036,4,060375432024036,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - East Whittier, CA",33.963346,-118.018121,0.9,place,,,,,"East Whittier",CA,"Los Angeles County",90609,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Whittier,0685292,501700,1006,1,060375017001006,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - El Camino Village, CA",38.745549,-120.693072,1,place,,,,,Camino,CA,"El Dorado County",95709,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06017,,,031301,2003,2,060170313012003,"Sacramento-Roseville-Folsom, CA",40900,metropolitan,"Sacramento-Roseville, CA",472,,
"Unincorporated - El Monte, CA",34.078573,-118.043456,1,place,,,,,"El Monte",CA,"Los Angeles County",91731,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"El Monte",0622230,432801,1000,1,060374328011000,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Elizabeth Lake, CA",38.25047,-121.509397,0.53,place,,,,,Locke,CA,"Sacramento County",95690,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06067,"Walnut Grove",0683374,009900,1061,1,060670099001061,"Sacramento-Roseville-Folsom, CA",40900,metropolitan,"Sacramento-Roseville, CA",472,,
"Unincorporated - Florence-Firestone, CA",33.974459,-118.248129,0.9,place,,,,,Florence,CA,"Los Angeles County",90001,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Florence-Graham,0624477,535002,2000,2,060375350022000,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Franklin Canyon, CA",37.833901,-122.165034,0.8,place,,,,,Canyon,CA,"Alameda County",94516,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06013,,,352202,1019,1,060133522021019,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
"Unincorporated - Glendora, CA",34.119363,-117.855059,1,place,,,,,Glendora,CA,"Los Angeles County",91740,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Glendora,0630014,401101,2007,2,060374011012007,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Hacienda Heights, CA",33.976114,-117.981631,1,place,,,,,"Hacienda Heights",CA,"Los Angeles County",91745,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"Hacienda Heights",0631596,500202,5000,5,060375002025000,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Harbor Gateway, CA",39.326017,-120.203532,0.8,place,,,,,Gateway,CA,"Nevada County",95734,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06057,Truckee,0680588,001206,2048,2,060570012062048,"Truckee-Grass Valley, CA",46020,micropolitan,"Sacramento-Roseville, CA",472,,
"Unincorporated - Hawthorne, CA",33.914775,-118.348083,1,place,,,,,Hawthorne,CA,"Los Angeles County",90250,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Hawthorne,0632548,602403,1006,1,060376024031006,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Hi Vista, CA",33.19784,-117.248203,1,place,,,,,Vista,CA,"San Diego County",92083,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06073,Vista,0682996,019503,1015,1,060730195031015,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,
"Unincorporated - Kagel/Lopez Canyons, CA",0,0,0,,,,,,,,,,,,,,,,,,,,,,,
"Unincorporated - La Crescenta-Montrose, CA",34.211341,-118.230652,1,place,,,,,Montrose,CA,"Los Angeles County",91020,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"La Crescenta-Montrose",0639045,300502,3003,3,060373005023003,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - La Habra Heights, CA",33.960846,-117.950619,0.8,place,,,,,"La Habra Heights",CA,"Los Angeles County",90631,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"La Habra Heights",0639304,500100,2000,2,060375001002000,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - La Rambla, CA",33.973951,-118.248405,1,place,,,,,"Los Angeles",CA,"Los Angeles County",90001,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Florence-Graham,0624477,535002,2001,2,060375350022001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - La Verne, CA",34.10084,-117.76784,1,place,,,,,"La Verne",CA,"Los Angeles County",91750,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"La Verne",0640830,401500,1008,1,060374015001008,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Ladera Heights, CA",0,0,0,,,,,,,,,,,,,,,,,,,,,,,
"Unincorporated - Lake Hughes, CA",34.67693,-118.44536,1,place,,,,,"Lake Hughes",CA,"Los Angeles County",93532,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"Lake Hughes",0639556,920102,2055,2,060379201022055,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Lake Los Angeles, CA",34.408383,-118.123597,0.8,place,,,,,"Lake Los Angeles",CA,"Los Angeles County",93550,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,,,910811,1025,1,060379108111025,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Lake Manor, CA",37.990757,-122.590813,0.8,place,,,,,Manor,CA,"Marin County",94930,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06041,Fairfax,0623168,114200,1006,1,060411142001006,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"San Rafael, CA",42034
"Unincorporated - Lennox, CA",33.93807,-118.352575,0.9,place,,,,,Lennox,CA,"Los Angeles County",90304,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Lennox,0641180,601700,4000,4,060376017004000,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Leona Valley, CA",34.618321,-118.288133,0.9,place,,,,,"Leona Valley",CA,"Los Angeles County",93551,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"Leona Valley",0641208,901213,1046,1,060379012131046,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Littlerock, CA",34.52279,-117.98732,1,place,,,,,Littlerock,CA,"Los Angeles County",93543,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Littlerock,0641880,910002,3024,3,060379100023024,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Littlerock/Juniper Hills, CA",0,0,0,,,,,,,,,,,,,,,,,,,,,,,
"Unincorporated - Littlerock/Pearblossom, CA",34.50638,-117.90979,1,place,,,,,Pearblossom,CA,"Los Angeles County",93553,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,,,911001,1030,1,060379110011030,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Llano, CA",34.50583,-117.81784,1,place,,,,,Llano,CA,"Los Angeles County",93544,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,,,911001,2079,2,060379110012079,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Marina del Rey, CA",33.979007,-118.457852,1,place,,,,,"Marina Del Rey",CA,"Los Angeles County",90292,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"Marina del Rey",0645806,702901,2000,2,060377029012000,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Monrovia, CA",34.1528,-118.000482,1,place,,,,,Monrovia,CA,"Los Angeles County",91016,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Monrovia,0648648,430302,4003,4,060374303024003,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Newhall, CA",34.36811,-118.489037,1,place,,,,,Newhall,CA,"Los Angeles County",91321,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"Santa Clarita",0669088,930200,2070,2,060379302002070,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - North Lancaster, CA",34.713292,-118.15292,1,place,,,,,Lancaster,CA,"Los Angeles County",93534,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Lancaster,0640130,900803,3002,3,060379008033002,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - North Whittier, CA",34.004311,-118.0441,1,place,,,,,Whittier,CA,"Los Angeles County",90601,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"Rose Hills",0662860,500300,1126,1,060375003001126,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Northeast San Gabriel, CA",34.114772,-118.089431,1,place,,,,,"San Gabriel",CA,"Los Angeles County",91775,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"East San Gabriel",0621096,480002,3005,3,060374800023005,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Palmdale, CA",34.408383,-118.123597,1,place,,,,,Palmdale,CA,"Los Angeles County",93550,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,,,910811,1025,1,060379108111025,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Palos Verdes Peninsula, CA",33.77085,-118.37868,1,place,,,,,"Palos Verdes Peninsula",CA,"Los Angeles County",90274,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"Rolling Hills Estates",0662644,670405,1010,1,060376704051010,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Pearblossom/Llano, CA",34.50583,-117.81784,1,place,,,,,Llano,CA,"Los Angeles County",93544,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,,,911001,2079,2,060379110012079,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Pellissier Village, CA",38.18735,-122.224074,0.67,place,,,,,Vallejo,CA,"Solano County",94589,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06055,,,201003,1022,1,060552010031022,"Napa, CA",34900,metropolitan,"San Jose-San Francisco-Oakland, CA",488,,
"Unincorporated - Placerita Canyon, CA",37.833901,-122.165034,0.8,place,,,,,Canyon,CA,"Alameda County",94516,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06013,,,352202,1019,1,060133522021019,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
"Unincorporated - Pomona, CA",34.042286,-117.756106,1,place,,,,,Pomona,CA,"Los Angeles County",91766,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Pomona,0658072,403000,3000,3,060374030003000,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Quartz Hill, CA",34.60411,-118.239005,0.9,place,,,,,"Quartz Hill",CA,"Los Angeles County",93551,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"Leona Valley",0641208,910206,1034,1,060379102061034,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Rancho Dominguez, CA",33.874815,-118.240208,0.9,place,,,,,"Rancho Dominguez",CA,"Los Angeles County",90220,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Compton,0615044,543202,4036,4,060375432024036,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Roosevelt, CA",0,0,0,,,,,,,,,,,,,,,,,,,,,,,
"Unincorporated - Rosewood, CA",40.798802,-124.15192,0.8,place,,,,,Rosewood,CA,"Humboldt County",95501,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06023,Eureka,0623042,000500,2017,2,060230005002017,"Eureka-Arcata, CA",21700,micropolitan,,,,
"Unincorporated - Rosewood/East Gardena, CA",33.888315,-118.295256,1,place,,,,,Gardena,CA,"Los Angeles County",90247,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Gardena,0628168,603101,1002,1,060376031011002,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Rosewood/West Rancho Dominguez, CA",33.874815,-118.240208,0.9,place,,,,,"Rancho Dominguez",CA,"Los Angeles County",90220,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Compton,0615044,543202,4036,4,060375432024036,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Rowland Heights, CA",33.9781,-117.88749,1,place,,,,,"Rowland Heights",CA,"Los Angeles County",91748,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"Rowland Heights",0663218,408705,1003,1,060374087051003,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - San Jose Hills, CA",37.189396,-121.705327,1,place,,,,,"San Jose",CA,"Santa Clara County",95101,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06085,,,512100,1065,1,060855121001065,"San Jose-Sunnyvale-Santa Clara, CA",41940,metropolitan,"San Jose-San Francisco-Oakland, CA",488,,
"Unincorporated - San Pasqual, CA",33.102005,-117.08042,0.8,place,,,,,"San Pasqual",CA,"San Diego County",92025,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06073,Escondido,0622804,020403,1020,1,060730204031020,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,
"Unincorporated - Sand Canyon, CA",37.833901,-122.165034,0.8,place,,,,,Canyon,CA,"Alameda County",94516,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06013,,,352202,1019,1,060133522021019,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
"Unincorporated - Santa Catalina Island, CA",40.026261,-123.490301,0.53,place,,,,,"Island Mountain",CA,"Trinity County",95440,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06105,,,000400,2168,2,061050004002168,,,,,,,
"Unincorporated - Santa Monica Mountains, CA",34.013666,-118.49375,1,place,,,,,"Santa Monica",CA,"Los Angeles County",90401,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"Santa Monica",0670000,701902,2014,2,060377019022014,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Saugus, CA",34.411385,-118.540086,0.9,place,,,,,Saugus,CA,"Los Angeles County",91350,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"Santa Clarita",0669088,920314,2007,2,060379203142007,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Saugus/Canyon Country, CA",34.441427,-118.448088,1,place,,,,,"Canyon Country",CA,"Los Angeles County",91351,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"Santa Clarita",0669088,920034,1000,1,060379200341000,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - South Antelope Valley, CA",38.716091,-121.366613,1,place,,,,,Antelope,CA,"Sacramento County",95843,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06067,Antelope,0602210,007430,3017,3,060670074303017,"Sacramento-Roseville-Folsom, CA",40900,metropolitan,"Sacramento-Roseville, CA",472,,
"Unincorporated - South El Monte, CA",34.05195,-118.04673,1,place,,,,,"South El Monte",CA,"Los Angeles County",91733,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"South El Monte",0672996,433503,1006,1,060374335031006,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - South San Gabriel, CA",34.06251,-118.090347,0.9,place,,,,,"South San Gabriel",CA,"Los Angeles County",91770,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Rosemead,0662896,482402,1005,1,060374824021005,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - South Whittier, CA",34.004311,-118.0441,1,place,,,,,Whittier,CA,"Los Angeles County",90601,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"Rose Hills",0662860,500300,1126,1,060375003001126,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Southeast Antelope Valley, CA",38.716091,-121.366613,1,place,,,,,Antelope,CA,"Sacramento County",95843,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06067,Antelope,0602210,007430,3017,3,060670074303017,"Sacramento-Roseville-Folsom, CA",40900,metropolitan,"Sacramento-Roseville, CA",472,,
"Unincorporated - Stevenson Ranch, CA",34.39048,-118.57372,1,place,,,,,"Stevenson Ranch",CA,"Los Angeles County",91381,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"Stevenson Ranch",0674130,920326,1015,1,060379203261015,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Sun Village, CA",38.18735,-122.224074,0.67,place,,,,,Vallejo,CA,"Solano County",94589,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06055,,,201003,1022,1,060552010031022,"Napa, CA",34900,metropolitan,"San Jose-San Francisco-Oakland, CA",488,,
"Unincorporated - Sunrise Village, CA",38.18735,-122.224074,0.67,place,,,,,Vallejo,CA,"Solano County",94589,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06055,,,201003,1022,1,060552010031022,"Napa, CA",34900,metropolitan,"San Jose-San Francisco-Oakland, CA",488,,
"Unincorporated - Twin Lakes/Oat Mountain, CA",34.07001,-117.13448,0.67,place,,,,,Mentone,CA,"San Bernardino County",92359,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06071,Mentone,0646884,008601,3009,3,060710086013009,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
"Unincorporated - Val Verde, CA",38.292103,-122.971069,0.67,place,,,,,"Valley Ford",CA,"Sonoma County",94972,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06041,,,133000,3002,3,060411330003002,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"San Rafael, CA",42034
"Unincorporated - Valencia, CA",34.465755,-118.553789,1,place,,,,,Valencia,CA,"Los Angeles County",91354,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"Santa Clarita",0669088,920107,1014,1,060379201071014,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Valinda, CA",34.045288,-117.943675,0.8,place,,,,,Valinda,CA,"Los Angeles County",91744,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Valinda,0681638,407501,3001,3,060374075013001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - View Park/Windsor Hills, CA",33.988047,-118.370361,0.8,place,,,,,"Windsor Hills",CA,"Los Angeles County",90056,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"Ladera Heights",0639108,703002,4017,4,060377030024017,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - Walnut Park, CA",33.96807,-118.225072,0.8,place,,,,,"Walnut Park",CA,"Los Angeles County",90255,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"Walnut Park",0683402,534803,2002,2,060375348032002,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - West Antelope Valley, CA",38.716091,-121.366613,1,place,,,,,Antelope,CA,"Sacramento County",95843,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06067,Antelope,0602210,007430,3017,3,060670074303017,"Sacramento-Roseville-Folsom, CA",40900,metropolitan,"Sacramento-Roseville, CA",472,,
"Unincorporated - West Carson, CA",33.821684,-118.292572,0.8,place,,,,,"West Carson",CA,"Los Angeles County",90502,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,"West Carson",0684144,543602,1005,1,060375436021005,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"Unincorporated - West LA, CA",33.973951,-118.248405,1,place,,,,,"Los Angeles",CA,"Los Angeles County",90001,US,"TIGER/Line® dataset from the US Census Bureau",2019,06,06037,Florence-Graham,0624477,535002,2001,2,060375350022001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
